Entity Type,ID,Title,Status,Priority,Points/Complexity,Parent ID (Epic/Story),Context (Sprint/Value Stream),Assignee,Description
User Story,US-3AOH1EI,Implement AWS QuickSight Shape,backlog,medium,3,,,,Implement implement aws quicksight shape as part of the AWS Analytics feature set.
User Story,US-N9JGMNV,Implement AWS SageMaker Shape,backlog,medium,3,,,,Implement implement aws sagemaker shape as part of the AWS ML feature set.
User Story,US-QOZS2C3,Implement AWS Bedrock Shape,backlog,medium,3,,,,Implement implement aws bedrock shape as part of the AWS ML feature set.
User Story,US-WXEOKYS,Implement AWS Rekognition Shape,backlog,medium,3,,,,Implement implement aws rekognition shape as part of the AWS ML feature set.
User Story,US-EB2EGVE,Implement AWS Comprehend Shape,backlog,medium,3,,,,Implement implement aws comprehend shape as part of the AWS ML feature set.
User Story,US-0LJ1247,Implement Azure Virtual Machine Scale Set Shape,backlog,medium,3,,,,Implement implement azure virtual machine scale set shape as part of the Azure Compute feature set.
User Story,US-AQ3HL5C,Implement Azure Functions Shape,backlog,medium,3,,,,Implement implement azure functions shape as part of the Azure Compute feature set.
User Story,US-HYS0IUS,Implement Azure Container Instances Shape,backlog,medium,3,,,,Implement implement azure container instances shape as part of the Azure Compute feature set.
User Story,US-8ZGSGI2,Implement Azure Kubernetes Service Shape,backlog,medium,3,,,,Implement implement azure kubernetes service shape as part of the Azure Compute feature set.
User Story,US-0OKKCBJ,Implement Azure App Service Shape,backlog,medium,3,,,,Implement implement azure app service shape as part of the Azure Compute feature set.
User Story,US-G9ZUD15,Implement Azure Batch Shape,backlog,medium,3,,,,Implement implement azure batch shape as part of the Azure Compute feature set.
User Story,US-S4E14GU,Implement Azure Blob Storage Shape,backlog,medium,3,,,,Implement implement azure blob storage shape as part of the Azure Storage feature set.
User Story,US-HBE98L3,Implement Azure Files Shape,backlog,medium,3,,,,Implement implement azure files shape as part of the Azure Storage feature set.
User Story,US-U0BTNOU,Implement Azure Queue Storage Shape,backlog,medium,3,,,,Implement implement azure queue storage shape as part of the Azure Storage feature set.
User Story,US-QD2T5YK,Implement Azure Table Storage Shape,backlog,medium,3,,,,Implement implement azure table storage shape as part of the Azure Storage feature set.
User Story,US-83V1DMY,Implement Azure Data Lake Shape,backlog,medium,3,,,,Implement implement azure data lake shape as part of the Azure Storage feature set.
User Story,US-C6RQT8U,Implement Azure SQL Database Shape,backlog,medium,3,,,,Implement implement azure sql database shape as part of the Azure Database feature set.
User Story,US-ZM8RIYK,Implement Azure Cosmos DB Shape,backlog,medium,3,,,,Implement implement azure cosmos db shape as part of the Azure Database feature set.
User Story,US-VRTF839,Implement Azure PostgreSQL Shape,backlog,medium,3,,,,Implement implement azure postgresql shape as part of the Azure Database feature set.
User Story,US-KV029VS,Implement Azure MySQL Shape,backlog,medium,3,,,,Implement implement azure mysql shape as part of the Azure Database feature set.
User Story,US-I43QRJW,Implement Azure Cache for Redis Shape,backlog,medium,3,,,,Implement implement azure cache for redis shape as part of the Azure Database feature set.
User Story,US-AKUYWBT,Implement Azure Synapse Shape,backlog,medium,3,,,,Implement implement azure synapse shape as part of the Azure Database feature set.
User Story,US-V1DKYWK,Implement Azure Virtual Network Shape,backlog,medium,3,,,,Implement implement azure virtual network shape as part of the Azure Networking feature set.
User Story,US-K603GZE,Implement Azure Subnet Shape,backlog,medium,3,,,,Implement implement azure subnet shape as part of the Azure Networking feature set.
User Story,US-FN00TMA,Implement Azure Load Balancer Shape,backlog,medium,3,,,,Implement implement azure load balancer shape as part of the Azure Networking feature set.
User Story,US-PIXJBKM,Implement Azure Application Gateway Shape,backlog,medium,3,,,,Implement implement azure application gateway shape as part of the Azure Networking feature set.
User Story,US-WUTKIES,Implement Azure Front Door Shape,backlog,medium,3,,,,Implement implement azure front door shape as part of the Azure Networking feature set.
User Story,US-51UB9LX,Implement Azure DNS Shape,backlog,medium,3,,,,Implement implement azure dns shape as part of the Azure Networking feature set.
User Story,US-1MODKKA,Implement Azure Traffic Manager Shape,backlog,medium,3,,,,Implement implement azure traffic manager shape as part of the Azure Networking feature set.
User Story,US-UT4CP31,Implement Azure ExpressRoute Shape,backlog,medium,3,,,,Implement implement azure expressroute shape as part of the Azure Networking feature set.
User Story,US-TOOEQAJ,Implement Azure VPN Gateway Shape,backlog,medium,3,,,,Implement implement azure vpn gateway shape as part of the Azure Networking feature set.
User Story,US-AA9ZDRP,Implement Azure API Management Shape,backlog,medium,3,,,,Implement implement azure api management shape as part of the Azure Networking feature set.
User Story,US-V0KNWF8,Implement Azure Active Directory Shape,backlog,medium,3,,,,Implement implement azure active directory shape as part of the Azure Security feature set.
User Story,US-1ZICTLT,Implement Azure Key Vault Shape,backlog,medium,3,,,,Implement implement azure key vault shape as part of the Azure Security feature set.
User Story,US-NNWK17N,Implement Azure Security Center Shape,backlog,medium,3,,,,Implement implement azure security center shape as part of the Azure Security feature set.
User Story,US-IH70IPP,Implement Azure Sentinel Shape,backlog,medium,3,,,,Implement implement azure sentinel shape as part of the Azure Security feature set.
User Story,US-FM002PM,Implement Azure Firewall Shape,backlog,medium,3,,,,Implement implement azure firewall shape as part of the Azure Security feature set.
User Story,US-C615BOJ,Implement Azure DDoS Protection Shape,backlog,medium,3,,,,Implement implement azure ddos protection shape as part of the Azure Security feature set.
User Story,US-6RJH33I,Implement Azure Service Bus Shape,backlog,medium,3,,,,Implement implement azure service bus shape as part of the Azure Integration feature set.
User Story,US-T0RPCBU,Implement Azure Event Hub Shape,backlog,medium,3,,,,Implement implement azure event hub shape as part of the Azure Integration feature set.
User Story,US-D93GSCS,Implement Azure Event Grid Shape,backlog,medium,3,,,,Implement implement azure event grid shape as part of the Azure Integration feature set.
User Story,US-G3Q4PEJ,Implement Azure Logic Apps Shape,backlog,medium,3,,,,Implement implement azure logic apps shape as part of the Azure Integration feature set.
User Story,US-VSI7BKP,Implement Azure OpenAI Shape,backlog,medium,3,,,,Implement implement azure openai shape as part of the Azure AI feature set.
User Story,US-09NAN9F,Implement Azure Cognitive Services Shape,backlog,medium,3,,,,Implement implement azure cognitive services shape as part of the Azure AI feature set.
User Story,US-DQDQVIB,Implement Azure Machine Learning Shape,backlog,medium,3,,,,Implement implement azure machine learning shape as part of the Azure AI feature set.
User Story,US-ZXO8V89,Implement GCP Cloud Run Shape,backlog,medium,3,,,,Implement implement gcp cloud run shape as part of the GCP Compute feature set.
User Story,US-SVQ0FR5,Implement GCP Cloud Functions Shape,backlog,medium,3,,,,Implement implement gcp cloud functions shape as part of the GCP Compute feature set.
User Story,US-Z89SWSU,Implement GCP GKE Shape,backlog,medium,3,,,,Implement implement gcp gke shape as part of the GCP Compute feature set.
User Story,US-20ZNNVK,Implement GCP App Engine Shape,backlog,medium,3,,,,Implement implement gcp app engine shape as part of the GCP Compute feature set.
User Story,US-AAJUDM5,Implement GCP Cloud Storage Shape,backlog,medium,3,,,,Implement implement gcp cloud storage shape as part of the GCP Storage feature set.
User Story,US-0TJ8YZ1,Implement GCP Cloud SQL Shape,backlog,medium,3,,,,Implement implement gcp cloud sql shape as part of the GCP Database feature set.
User Story,US-PLQ1B8M,Implement GCP Cloud Spanner Shape,backlog,medium,3,,,,Implement implement gcp cloud spanner shape as part of the GCP Database feature set.
User Story,US-LTKU4NT,Implement GCP Firestore Shape,backlog,medium,3,,,,Implement implement gcp firestore shape as part of the GCP Database feature set.
User Story,US-0NXC0UX,Implement GCP BigQuery Shape,backlog,medium,3,,,,Implement implement gcp bigquery shape as part of the GCP Analytics feature set.
User Story,US-RT2WR3Z,Implement GCP Dataflow Shape,backlog,medium,3,,,,Implement implement gcp dataflow shape as part of the GCP Analytics feature set.
User Story,US-2K9CU2S,Implement GCP Pub/Sub Shape,backlog,medium,3,,,,Implement implement gcp pub/sub shape as part of the GCP Integration feature set.
User Story,US-1WGB3NJ,Implement GCP Cloud Load Balancing Shape,backlog,medium,3,,,,Implement implement gcp cloud load balancing shape as part of the GCP Networking feature set.
User Story,US-V7MS22F,Implement GCP Cloud CDN Shape,backlog,medium,3,,,,Implement implement gcp cloud cdn shape as part of the GCP Networking feature set.
User Story,US-O850UZD,Implement GCP Cloud Armor Shape,backlog,medium,3,,,,Implement implement gcp cloud armor shape as part of the GCP Security feature set.
User Story,US-TNMDRR3,Implement GCP Identity Platform Shape,backlog,medium,3,,,,Implement implement gcp identity platform shape as part of the GCP Security feature set.
User Story,US-FGQBSQ4,Implement GCP Secret Manager Shape,backlog,medium,3,,,,Implement implement gcp secret manager shape as part of the GCP Security feature set.
User Story,US-4PJX9A6,Implement GCP Vertex AI Shape,backlog,medium,3,,,,Implement implement gcp vertex ai shape as part of the GCP AI feature set.
User Story,US-5C9RFIV,Implement GCP Cloud Build Shape,backlog,medium,3,,,,Implement implement gcp cloud build shape as part of the GCP DevOps feature set.
User Story,US-YF5T02G,Implement GCP Artifact Registry Shape,backlog,medium,3,,,,Implement implement gcp artifact registry shape as part of the GCP DevOps feature set.
User Story,US-9XYLOT8,Implement GCP Cloud Monitoring Shape,backlog,medium,3,,,,Implement implement gcp cloud monitoring shape as part of the GCP Operations feature set.
User Story,US-JR60SXO,Implement Oracle Compute Instance Shape,backlog,medium,3,,,,Implement implement oracle compute instance shape as part of the Oracle Cloud Compute feature set.
User Story,US-V60YJWI,Implement Oracle Container Engine Shape,backlog,medium,3,,,,Implement implement oracle container engine shape as part of the Oracle Cloud Compute feature set.
